id_movimiento,fecha,almacen,provincia,producto,categoria,caduca,estado_ciclo,cantidad,costo_almacenamiento,fecha_vencimiento
2269,2024-10-30 19:16:46,Sucursal Tucumán,Tucumán,Destornillador plano,Herramientas manuales,False,En bandeja,32.0,51.71,
2270,2025-04-10 14:04:10,Sucursal Mendoza,Mendoza,Regadera plástica,Jardinería,False,En inspección,,101.46,
2271,2025-04-02 13:34:18,Depósito Central,Buenos Aires,Fertilizante granulado,Jardinería,False,Retirado de bandeja,88.0,37.55,
2272,2024-11-30 19:47:15,Sucursal Tucumán,Tucumán,Lijadora orbital,Herramientas eléctricas,False,Empacado,32.0,54.74,
2273,2025-09-03 08:17:09,Sucursal Mendoza,Mendoza,Martillo carpintero,Herramientas manuales,False,Retornado inventario,,11.39,
2274,2025-07-14 23:26:44,Sucursal Mendoza,Mendoza,Tijera de podar,Jardinería,False,Devuelto cliente,80.0,85.33,
2275,2025-01-30 04:53:15,Depósito Central,Buenos Aires,Silicona selladora,Adhesivos y selladores,True,Removido inventario,52.0,84.66,2026-10-05 04:53:15
2276,2025-01-30 20:57:39,Sucursal Tucumán,Tucumán,Amoladora angular,Herramientas eléctricas,False,En inspección,23.0,27.87,
2277,2025-06-26 00:08:19,Sucursal Córdoba,Córdoba,Interruptor simple,Electricidad,False,Retornado inventario,96.0,129.73,
2278,2025-07-31 13:37:42,Sucursal Mendoza,Mendoza,Tarugos plásticos,Fijaciones,False,Removido inventario,142.0,281.23,
2279,2025-05-25 04:26:19,Sucursal Tucumán,Tucumán,Lijadora orbital,Herramientas eléctricas,False,Removido inventario,49.0,27.5,
2280,2025-07-30 01:10:10,Sucursal Córdoba,Córdoba,Martillo carpintero,Herramientas manuales,False,Devuelto cliente,46.0,82.06,
2281,2024-11-12 21:02:35,Sucursal Córdoba,Córdoba,Grifería monocomando,Plomería,False,Devuelto a proveedor,36.0,13.91,
2282,2024-12-17 06:39:34,Sucursal Rosario,Santa Fe,Soldadora eléctrica,Herramientas eléctricas,False,Retirado de bandeja,29.0,8.71,
2283,2024-10-26 10:40:54,Sucursal Rosario,Santa Fe,Destornillador Philips,Herramientas manuales,False,Empacado,-8.0,112.22,
2284,2024-11-12 09:25:59,Sucursal Mendoza,Mendoza,Caño PVC 2m,Materiales construcción,False,Devuelto cliente,,213.96,
2285,2024-12-24 22:16:15,Sucursal Rosario,Santa Fe,Tijera de podar,Jardinería,False,En inspección,68.0,91.47,
2286,2024-12-02 03:10:50,Sucursal Córdoba,Córdoba,Clavos de acero,Fijaciones,False,En inspección,223.0,249.92,
2287,2024-11-22 21:36:08,Sucursal Rosario,Santa Fe,Válvula esférica,Plomería,False,Empacado,99.0,71.48,
2288,2025-05-08 11:14:22,Sucursal Rosario,Santa Fe,Alicate universal,Herramientas manuales,False,Autorizado venta,36.0,50.47,
2289,2024-11-14 21:19:25,Depósito Central,Buenos Aires,Gafas protectoras,Protección personal,True,,65.0,80.31,2026-04-23 21:19:25
2290,2025-07-08 18:11:39,Sucursal Mendoza,Mendoza,Caja de tornillos,Fijaciones,False,Empacado,271.0,112.8,
2291,2025-07-08 08:17:13,Sucursal Tucumán,Tucumán,Casco de seguridad,Protección personal,True,En bandeja,123.0,41.79,2027-07-02 08:17:13
2292,2025-05-29 02:15:39,Sucursal Mendoza,Mendoza,Cable unipolar 2.5mm,Electricidad,False,En inspección,104.0,108.39,
2293,2024-10-15 18:49:03,Depósito Central,Buenos Aires,Lámpara LED 9W,Electricidad,False,En inspección,82.0,69.2,
2294,2024-11-24 07:35:44,Sucursal Mendoza,Mendoza,Válvula esférica,Plomería,False,Removido inventario,59.0,67.56,
2295,2025-07-13 15:56:25,Sucursal Córdoba,Córdoba,Grifería monocomando,Plomería,False,Retornado inventario,59.0,27.88,
2296,2025-05-18 09:22:51,Sucursal Rosario,Santa Fe,Fertilizante granulado,Jardinería,False,Removido inventario,93.0,162.34,
2297,2025-03-27 09:58:43,Sucursal Mendoza,Mendoza,Tarugos plásticos,Fijaciones,False,,220.0,71.01,
2298,2025-03-15 16:49:48,Sucursal Rosario,Santa Fe,Disyuntor 25A,Electricidad,False,Devuelto cliente,115.0,159.41,
2299,2025-07-06 12:25:08,Sucursal Tucumán,Tucumán,Regadera plástica,Jardinería,False,En bandeja,96.0,41.56,
2300,2025-04-23 10:52:10,Sucursal Tucumán,Tucumán,Sellador acrílico,Adhesivos y selladores,True,Autorizado venta,42.0,68.36,2026-09-08 10:52:10
2301,2025-07-08 15:02:33,Depósito Central,Buenos Aires,Martillo carpintero,Herramientas manuales,False,,55.0,26.76,
2302,2025-04-29 13:30:29,Sucursal Rosario,Santa Fe,Martillo carpintero,Herramientas manuales,False,Retornado inventario,25.0,26.44,
2303,2025-03-09 20:34:27,Depósito Central,Buenos Aires,Yeso en polvo 30kg,Materiales construcción,False,En inspección,180.0,271.92,
2304,2025-06-08 01:05:53,Depósito Central,Buenos Aires,Gafas protectoras,Protección personal,True,Recibido,86.0,145.5,2026-01-01 01:05:53
2305,2025-09-10 10:12:58,Sucursal Rosario,Santa Fe,Taladro eléctrico,Herramientas eléctricas,False,Autorizado venta,69.0,89.13,
2306,2025-08-25 01:45:31,Sucursal Mendoza,Mendoza,Amoladora angular,Herramientas eléctricas,False,Boca de inspección,86.0,125.36,
2307,2025-04-23 17:55:08,Sucursal Tucumán,Tucumán,Guantes de trabajo,Protección personal,True,Enviado cliente,95.0,69.1,2026-04-06 17:55:08
2308,2025-05-24 05:35:32,Sucursal Mendoza,Mendoza,Disyuntor 25A,Electricidad,False,Devuelto a proveedor,75.0,,
2309,2025-05-21 05:53:01,Sucursal Tucumán,Tucumán,Pernos con tuerca,Fijaciones,False,Devuelto a proveedor,226.0,80.19,
2310,2025-05-17 01:26:20,Sucursal Córdoba,Córdoba,Taladro eléctrico,Herramientas eléctricas,False,Recibido,53.0,87.87,
2311,2025-01-20 00:59:35,Sucursal Rosario,Santa Fe,Sierra circular,Herramientas eléctricas,False,Devuelto cliente,35.0,41.43,
2312,2025-08-18 03:50:19,Sucursal Córdoba,Córdoba,Destornillador Philips,Herramientas manuales,False,Retornado inventario,66.0,99.92,
2313,2025-05-18 02:33:50,Sucursal Córdoba,Córdoba,Caño galvanizado 1m,Plomería,False,Devuelto a proveedor,85.0,104.27,
2314,2025-01-17 07:06:08,Sucursal Mendoza,Mendoza,Toma corriente doble,Electricidad,False,Autorizado venta,92.0,120.82,
2315,2024-11-14 03:29:56,Depósito Central,Buenos Aires,Válvula esférica,Plomería,False,Empacado,96.0,93.07,
2316,2025-03-06 07:21:38,Sucursal Tucumán,Tucumán,Casco de seguridad,Protección personal,True,Boca de inspección,90.0,50.19,2026-11-15 07:21:38
2317,2024-10-13 00:56:53,Depósito Central,Buenos Aires,Pintura látex 4L,Pinturas y químicos,True,Empacado,100.0,79.95,2026-09-18 00:56:53
2318,2025-03-17 15:08:07,Depósito Central,Buenos Aires,Bomba de agua 1HP,Plomería,False,Devuelto a proveedor,64.0,107.42,
2319,2025-03-07 06:09:07,Sucursal Rosario,Santa Fe,Removedor de pintura,Pinturas y químicos,True,Removido inventario,66.0,72.43,2025-11-13 06:09:07
2320,2025-05-19 17:24:36,Sucursal Tucumán,Tucumán,Pintura látex 4L,Pinturas y químicos,True,Devuelto cliente,52.0,42.89,2027-01-29 17:24:36
2321,2025-01-12 02:57:54,Sucursal Mendoza,Mendoza,Regadera plástica,Jardinería,False,Retirado de bandeja,90.0,118.22,
2322,2025-07-22 18:48:17,Sucursal Tucumán,Tucumán,Grifería monocomando,Plomería,False,Empacado,99.0,186.76,
2323,2025-01-01 04:37:05,Depósito Central,Buenos Aires,Pintura látex 4L,Pinturas y químicos,True,Autorizado venta,91.0,113.39,2025-10-23 04:37:05
2324,2025-05-04 04:54:21,Sucursal Córdoba,Córdoba,Silicona selladora,Adhesivos y selladores,True,Devuelto a proveedor,121.0,186.36,2026-07-05 04:54:21
2325,2024-10-08 08:02:10,Sucursal Rosario,Santa Fe,Amoladora angular,Herramientas eléctricas,False,Boca de inspección,39.0,64.36,
2326,2025-01-31 04:48:48,Depósito Central,Buenos Aires,Regadera plástica,Jardinería,False,Autorizado venta,96.0,188.73,
2327,2025-04-01 13:11:48,Sucursal Tucumán,Tucumán,Botines de seguridad,Protección personal,True,Boca de inspección,52.0,121.51,2026-11-02 13:11:48
2328,2024-10-15 07:58:52,Depósito Central,Buenos Aires,Tarugos plásticos,Fijaciones,False,Boca de inspección,180.0,47.53,
2329,2025-01-15 01:41:06,Sucursal Mendoza,Mendoza,Válvula esférica,Plomería,False,Retirado de bandeja,97.0,102.79,
2330,2025-03-14 20:13:33,Depósito Central,Buenos Aires,Bolsa de cemento 50kg,Materiales construcción,False,Recibido,242.0,385.39,
2331,2025-03-11 00:37:00,Sucursal Tucumán,Tucumán,Caño PVC 2m,Materiales construcción,False,Retirado de bandeja,185.0,264.09,
2332,2024-10-01 02:59:56,Sucursal Rosario,Santa Fe,Soldadora eléctrica,Herramientas eléctricas,False,Recibido,38.0,34.08,
2333,2024-10-08 14:43:40,Sucursal Rosario,Santa Fe,Guantes de trabajo,Protección personal,True,Removido inventario,42.0,52.87,2025-05-27 14:43:40
2334,2025-02-06 17:21:27,Depósito Central,Buenos Aires,Llave inglesa,Herramientas manuales,False,Devuelto cliente,34.0,66.93,
2335,2025-08-05 12:26:55,Sucursal Córdoba,Córdoba,Pegamento de contacto,Adhesivos y selladores,True,Autorizado venta,102.0,130.71,2026-01-01 12:26:55
2336,2025-01-06 00:13:33,Depósito Central,Buenos Aires,Yeso en polvo 30kg,Materiales construcción,False,Devuelto cliente,228.0,49.72,
2337,2024-10-16 07:39:32,Sucursal Tucumán,Tucumán,Botines de seguridad,Protección personal,True,Recibido,92.0,237.25,2025-01-29 07:39:32
2338,2025-05-24 21:12:04,Depósito Central,Buenos Aires,Bolsa de cemento 50kg,Materiales construcción,False,Recibido,202.0,86.47,
2339,2025-08-18 03:52:05,Depósito Central,Buenos Aires,Tarugos plásticos,Fijaciones,False,Autorizado venta,200.0,165.88,
2340,2025-08-14 16:23:10,Sucursal Córdoba,Córdoba,Arena fina m3,Materiales construcción,False,,166.0,152.07,
2341,2024-10-21 14:05:54,Depósito Central,Buenos Aires,Martillo carpintero,Herramientas manuales,False,En bandeja,50.0,94.45,
2342,2025-05-13 08:46:04,Sucursal Mendoza,Mendoza,Bloques de hormigón,Materiales construcción,False,Devuelto a proveedor,221.0,220.64,
2343,2025-05-05 05:41:57,Sucursal Tucumán,Tucumán,Removedor de pintura,Pinturas y químicos,True,,92.0,210.99,2026-04-10 05:41:57
2344,2025-04-01 10:41:19,Sucursal Mendoza,Mendoza,Bomba de agua 1HP,Plomería,False,Removido inventario,66.0,77.52,
2345,2025-02-12 20:06:38,Sucursal Mendoza,Mendoza,Martillo carpintero,Herramientas manuales,False,Retirado de bandeja,7.0,10.29,
2346,2025-03-15 05:15:33,Sucursal Mendoza,Mendoza,Manguera 15m,Jardinería,False,Boca de inspección,107.0,60.6,
2347,2025-04-29 21:32:10,Sucursal Córdoba,Córdoba,Arandelas metálicas,Fijaciones,False,En bandeja,176.0,270.24,
2348,2025-04-19 19:04:37,Sucursal Mendoza,Mendoza,Bolsa de cemento 50kg,Materiales construcción,False,Removido inventario,156.0,260.44,
2349,2025-07-21 00:45:03,Sucursal Córdoba,Córdoba,Caja de tornillos,Fijaciones,False,Removido inventario,234.0,232.24,
2350,2025-06-30 11:43:02,Depósito Central,Buenos Aires,Cable unipolar 2.5mm,Electricidad,False,Empacado,70.0,119.38,
2351,2025-08-30 10:39:03,Sucursal Tucumán,Tucumán,Removedor de pintura,Pinturas y químicos,True,Retirado de bandeja,106.0,,2026-02-22 10:39:03
2352,2024-10-02 10:50:00,Sucursal Tucumán,Tucumán,Sierra circular,Herramientas eléctricas,False,Retirado de bandeja,49.0,53.49,
2353,2025-03-10 04:17:45,Sucursal Rosario,Santa Fe,Gafas protectoras,Protección personal,True,Recibido,97.0,76.17,2026-07-01 04:17:45
2354,2025-09-04 13:26:01,Sucursal Tucumán,Tucumán,Pernos con tuerca,Fijaciones,False,Recibido,131.0,181.92,
2355,2025-07-28 00:30:20,Sucursal Mendoza,Mendoza,Soldadora eléctrica,Herramientas eléctricas,False,Recibido,58.0,106.61,
2356,2025-04-26 12:42:02,Sucursal Tucumán,Tucumán,Pegamento de contacto,Adhesivos y selladores,True,Devuelto a proveedor,86.0,174.75,2026-07-09 12:42:02
2357,2025-05-27 16:02:22,Sucursal Rosario,Santa Fe,Manguera 15m,Jardinería,False,Removido inventario,70.0,131.0,
2358,2024-11-28 14:59:35,Sucursal Tucumán,Tucumán,Taladro eléctrico,Herramientas eléctricas,False,Retirado de bandeja,42.0,80.41,
2359,2025-01-19 09:19:14,Sucursal Rosario,Santa Fe,Aerosol anticorrosivo,Pinturas y químicos,True,Retirado de bandeja,35.0,56.0,2026-11-21 09:19:14
2360,2025-05-09 11:32:14,Sucursal Córdoba,Córdoba,Bomba de agua 1HP,Plomería,False,Retirado de bandeja,90.0,93.71,
2361,2025-03-20 05:39:28,Depósito Central,Buenos Aires,Yeso en polvo 30kg,Materiales construcción,False,En bandeja,148.0,242.61,
2362,2025-03-30 05:33:22,Sucursal Córdoba,Córdoba,Pintura látex 4L,Pinturas y químicos,True,Enviado cliente,46.0,43.8,2027-02-02 05:33:22
2363,2024-11-14 02:36:04,Sucursal Tucumán,Tucumán,Casco de seguridad,Protección personal,True,En bandeja,41.0,45.36,2025-10-26 02:36:04
2364,2024-10-10 13:10:43,Depósito Central,Buenos Aires,Tijera de podar,Jardinería,False,En bandeja,107.0,130.88,
2365,2025-03-10 11:39:14,Sucursal Córdoba,Córdoba,Pegamento de contacto,Adhesivos y selladores,True,Empacado,64.0,85.94,2026-09-01 11:39:14
2366,2024-10-26 17:10:53,Depósito Central,Buenos Aires,Lijadora orbital,Herramientas eléctricas,False,Autorizado venta,63.0,67.06,
2367,2025-07-28 11:13:57,Sucursal Rosario,Santa Fe,Válvula esférica,Plomería,False,Recibido,66.0,82.05,
2368,2025-08-31 16:56:37,Sucursal Tucumán,Tucumán,Destornillador Philips,Herramientas manuales,False,Enviado cliente,14.0,10.71,
2369,2025-08-07 17:23:42,Sucursal Córdoba,Córdoba,Llave inglesa,Herramientas manuales,False,En bandeja,23.0,36.31,
2370,2025-01-27 21:32:46,Sucursal Rosario,Santa Fe,Removedor de pintura,Pinturas y químicos,True,En inspección,110.0,87.14,2025-10-22 21:32:46
2371,2025-06-20 22:22:39,Depósito Central,Buenos Aires,Arandelas metálicas,Fijaciones,False,Devuelto a proveedor,192.0,77.95,
2372,2024-10-19 06:28:43,Sucursal Tucumán,Tucumán,Amoladora angular,Herramientas eléctricas,False,Empacado,31.0,38.56,
2373,2025-03-31 11:12:42,Sucursal Córdoba,Córdoba,Soldadora eléctrica,Herramientas eléctricas,False,Recibido,42.0,80.35,
2374,2025-05-25 10:48:54,Depósito Central,Buenos Aires,Removedor de pintura,Pinturas y químicos,True,Retornado inventario,92.0,205.82,2026-08-19 10:48:54
2375,2024-11-22 12:50:23,Sucursal Tucumán,Tucumán,Grifería monocomando,Plomería,False,Devuelto a proveedor,107.0,88.76,
2376,2024-10-01 17:18:18,Sucursal Rosario,Santa Fe,Alicate universal,Herramientas manuales,False,Boca de inspección,61.0,68.31,
2377,2024-12-21 17:36:46,Sucursal Mendoza,Mendoza,Yeso en polvo 30kg,Materiales construcción,False,Devuelto cliente,182.0,158.06,
2378,2025-06-18 07:59:11,Sucursal Rosario,Santa Fe,Casco de seguridad,Protección personal,True,En bandeja,46.0,27.36,2026-08-16 07:59:11
2379,2025-03-05 12:40:37,Sucursal Mendoza,Mendoza,Fertilizante granulado,Jardinería,False,Retirado de bandeja,69.0,125.26,
2380,2025-03-06 04:10:55,Sucursal Mendoza,Mendoza,Cinta aisladora,Adhesivos y selladores,True,Devuelto cliente,86.0,28.63,2026-06-16 04:10:55
2381,2025-04-08 01:08:49,Sucursal Córdoba,Córdoba,Sierra circular,Herramientas eléctricas,False,Devuelto cliente,25.0,6.15,
2382,2025-04-07 12:50:20,Sucursal Mendoza,Mendoza,Pala ancha,Jardinería,False,Enviado cliente,56.0,83.35,
2383,2025-05-11 08:16:21,Sucursal Mendoza,Mendoza,Flexibles de acero,Plomería,False,Devuelto a proveedor,88.0,77.61,
2384,2024-11-17 04:05:45,Sucursal Córdoba,Córdoba,Tijera de podar,Jardinería,False,Retirado de bandeja,78.0,122.67,
2385,2025-02-04 20:14:56,Sucursal Córdoba,Córdoba,Martillo carpintero,Herramientas manuales,False,Devuelto cliente,40.0,44.25,
2386,2025-02-08 07:42:23,Sucursal Rosario,Santa Fe,Regadera plástica,Jardinería,False,Enviado cliente,61.0,92.69,
2387,2025-09-08 00:15:54,Sucursal Tucumán,Tucumán,Grifería monocomando,Plomería,False,Empacado,74.0,102.61,
2388,2025-01-04 09:14:00,Sucursal Mendoza,Mendoza,Caño galvanizado 1m,Plomería,False,En bandeja,56.0,30.86,
2389,2025-02-13 23:27:29,Sucursal Córdoba,Córdoba,Fertilizante granulado,Jardinería,False,Autorizado venta,102.0,65.03,
2390,2025-02-22 06:28:51,Sucursal Rosario,Santa Fe,Adhesivo epoxi,Adhesivos y selladores,True,Autorizado venta,105.0,211.13,2025-09-18 06:28:51
2391,2025-07-14 07:00:33,Sucursal Rosario,Santa Fe,Bloques de hormigón,Materiales construcción,False,Autorizado venta,107.0,36.75,
2392,2025-01-25 22:17:04,Depósito Central,Buenos Aires,Flexibles de acero,Plomería,False,Autorizado venta,56.0,77.06,
2393,2025-06-07 04:15:34,Sucursal Rosario,Santa Fe,Pala ancha,Jardinería,False,Retirado de bandeja,42.0,25.77,
2394,2025-05-06 17:10:27,Sucursal Córdoba,Córdoba,Arandelas metálicas,Fijaciones,False,Retirado de bandeja,167.0,236.04,
2395,2024-10-06 20:33:22,Sucursal Mendoza,Mendoza,Arandelas metálicas,Fijaciones,False,En bandeja,195.0,158.89,
2396,2025-07-20 00:36:08,Sucursal Rosario,Santa Fe,Martillo carpintero,Herramientas manuales,False,Retirado de bandeja,18.0,19.96,
2397,2025-05-19 12:45:47,Sucursal Rosario,Santa Fe,Arandelas metálicas,Fijaciones,False,Retornado inventario,153.0,273.35,
2398,2025-05-25 21:47:50,Sucursal Rosario,Santa Fe,Yeso en polvo 30kg,Materiales construcción,False,Recibido,149.0,74.53,
2399,2025-01-24 11:37:55,Sucursal Tucumán,Tucumán,Arnés de seguridad,Protección personal,True,Removido inventario,85.0,207.1,2025-08-05 11:37:55
2400,2024-10-12 02:49:01,Sucursal Rosario,Santa Fe,Caja de tornillos,Fijaciones,False,Recibido,203.0,292.74,
2401,2025-01-22 13:24:53,Sucursal Tucumán,Tucumán,Destornillador plano,Herramientas manuales,False,Enviado cliente,29.0,53.75,
2402,2024-10-23 05:20:00,Sucursal Córdoba,Córdoba,Arnés de seguridad,Protección personal,True,Retirado de bandeja,84.0,158.83,2025-09-25 05:20:00
2403,2025-04-21 05:04:05,Sucursal Mendoza,Mendoza,Pintura látex 4L,Pinturas y químicos,True,Autorizado venta,66.0,108.51,2027-04-12 05:04:05
2404,2025-06-06 23:25:40,Depósito Central,Buenos Aires,Martillo carpintero,Herramientas manuales,False,Removido inventario,35.0,65.01,
2405,2025-02-13 15:30:49,Sucursal Rosario,Santa Fe,Disyuntor 25A,Electricidad,False,Removido inventario,121.0,206.02,
2406,2025-01-04 20:54:57,Sucursal Córdoba,Córdoba,Barniz para madera,Pinturas y químicos,True,Removido inventario,113.0,77.89,2026-11-28 20:54:57
2407,2024-12-23 09:14:42,Sucursal Córdoba,Córdoba,Grifería monocomando,Plomería,False,Recibido,47.0,59.61,
2408,2025-06-24 14:09:38,Sucursal Rosario,Santa Fe,Cinta aisladora,Adhesivos y selladores,True,Autorizado venta,100.0,128.63,2027-02-24 14:09:38
2409,2025-08-13 05:38:49,Depósito Central,Buenos Aires,Fertilizante granulado,Jardinería,False,Devuelto a proveedor,100.0,73.52,
2410,2025-05-29 12:05:41,Sucursal Tucumán,Tucumán,Silicona selladora,Adhesivos y selladores,True,Enviado cliente,51.0,120.34,2027-04-12 12:05:41
2411,2025-09-03 12:12:01,Sucursal Mendoza,Mendoza,Caño galvanizado 1m,Plomería,False,Autorizado venta,100.0,89.13,
2412,2025-05-08 14:03:10,Depósito Central,Buenos Aires,Clavos de acero,Fijaciones,False,Removido inventario,276.0,493.57,
2413,2025-08-21 16:01:50,Sucursal Tucumán,Tucumán,Bloques de hormigón,Materiales construcción,False,En bandeja,,176.64,
2414,2024-11-13 22:03:18,Depósito Central,Buenos Aires,Fertilizante granulado,Jardinería,False,Autorizado venta,57.0,40.62,
2415,2025-01-23 23:38:00,Sucursal Mendoza,Mendoza,Destornillador Philips,Herramientas manuales,False,Empacado,55.0,54.45,
2416,2024-10-18 04:07:39,Sucursal Mendoza,Mendoza,Tarugos plásticos,Fijaciones,False,Devuelto cliente,213.0,331.48,
2417,2025-04-30 20:00:00,Sucursal Córdoba,Córdoba,Arena fina m3,Materiales construcción,False,Boca de inspección,227.0,129.92,
2418,2025-06-01 05:47:14,Depósito Central,Buenos Aires,Válvula esférica,Plomería,False,Devuelto cliente,88.0,160.56,
2419,2024-11-10 10:40:55,Sucursal Córdoba,Córdoba,Flexibles de acero,Plomería,False,Recibido,89.0,96.04,
2420,2025-09-07 13:10:13,Sucursal Córdoba,Córdoba,Sierra circular,Herramientas eléctricas,False,En bandeja,20.0,37.91,
2421,2025-01-30 09:02:24,Sucursal Rosario,Santa Fe,Manguera 15m,Jardinería,False,Enviado cliente,106.0,,
2422,2025-01-15 00:02:36,Depósito Central,Buenos Aires,Lámpara LED 9W,Electricidad,False,Removido inventario,109.0,160.38,
2423,2025-05-29 07:20:50,Sucursal Rosario,Santa Fe,Llave inglesa,Herramientas manuales,False,Empacado,36.0,24.25,
2424,2025-06-14 18:46:45,Depósito Central,Buenos Aires,Tarugos plásticos,Fijaciones,False,Autorizado venta,197.0,324.37,
2425,2025-05-31 16:01:16,Sucursal Mendoza,Mendoza,Bolsa de cemento 50kg,Materiales construcción,False,En inspección,123.0,136.86,
2426,2025-02-15 17:47:14,Sucursal Tucumán,Tucumán,Barniz para madera,Pinturas y químicos,True,Retornado inventario,92.0,191.2,2026-04-03 17:47:14
2427,2024-11-05 14:23:26,Depósito Central,Buenos Aires,Lijadora orbital,Herramientas eléctricas,False,Removido inventario,48.0,78.22,
2428,2025-05-05 14:39:37,Sucursal Tucumán,Tucumán,Adhesivo epoxi,Adhesivos y selladores,True,Retornado inventario,78.0,173.17,2025-09-08 14:39:37
2429,2025-06-18 19:17:09,Sucursal Córdoba,Córdoba,Amoladora angular,Herramientas eléctricas,False,Devuelto cliente,56.0,49.12,
2430,2025-09-15 19:17:18,Sucursal Mendoza,Mendoza,Yeso en polvo 30kg,Materiales construcción,False,Empacado,183.0,86.48,
2431,2024-10-19 10:06:45,Sucursal Mendoza,Mendoza,Pernos con tuerca,Fijaciones,False,En inspección,228.0,127.09,
2432,2025-01-14 17:59:11,Sucursal Córdoba,Córdoba,Alicate universal,Herramientas manuales,False,Recibido,24.0,23.56,
2433,2025-04-21 14:00:19,Sucursal Tucumán,Tucumán,Toma corriente doble,Electricidad,False,Devuelto a proveedor,79.0,116.76,
2434,2025-02-09 19:22:47,Sucursal Mendoza,Mendoza,Lijadora orbital,Herramientas eléctricas,False,Devuelto cliente,37.0,32.73,
2435,2025-05-24 10:15:57,Sucursal Mendoza,Mendoza,Pala ancha,Jardinería,False,Empacado,85.0,98.16,
2436,2025-07-20 23:17:54,Sucursal Córdoba,Córdoba,Tarugos plásticos,Fijaciones,False,En bandeja,181.0,253.83,
2437,2025-01-22 02:05:51,Sucursal Tucumán,Tucumán,Disyuntor 25A,Electricidad,False,Autorizado venta,76.0,89.54,
2438,2025-07-29 07:54:20,Sucursal Córdoba,Córdoba,Pintura látex 4L,Pinturas y químicos,True,Boca de inspección,100.0,251.32,2026-08-17 07:54:20
2439,2024-11-05 03:35:54,Sucursal Mendoza,Mendoza,Gafas protectoras,Protección personal,True,Devuelto a proveedor,69.0,124.89,2025-06-01 03:35:54
2440,2025-06-03 18:24:42,Sucursal Mendoza,Mendoza,Pernos con tuerca,Fijaciones,False,Retornado inventario,119.0,48.12,
2441,2025-06-16 11:19:57,Sucursal Rosario,Santa Fe,Guantes de trabajo,Protección personal,True,Empacado,123.0,204.98,2026-05-12 11:19:57
2442,2025-08-04 10:55:54,Sucursal Mendoza,Mendoza,Sierra circular,Herramientas eléctricas,False,Enviado cliente,60.0,35.23,
2443,2025-06-30 10:21:11,Sucursal Tucumán,Tucumán,Casco de seguridad,Protección personal,True,Autorizado venta,47.0,40.99,2026-08-19 10:21:11
2444,2025-06-09 16:59:59,Sucursal Rosario,Santa Fe,Gafas protectoras,Protección personal,True,Retirado de bandeja,97.0,115.71,2025-11-01 16:59:59
2445,2025-09-05 21:06:20,Sucursal Córdoba,Córdoba,Barniz para madera,Pinturas y químicos,True,Autorizado venta,67.0,117.17,2026-01-19 21:06:20
2446,2025-04-08 22:48:56,Sucursal Rosario,Santa Fe,Barniz para madera,Pinturas y químicos,True,Devuelto a proveedor,,137.57,2025-12-24 22:48:56
2447,2024-10-22 19:31:08,Depósito Central,Buenos Aires,Válvula esférica,Plomería,False,Devuelto cliente,87.0,113.04,
2448,2025-05-25 09:51:42,Sucursal Tucumán,Tucumán,Arandelas metálicas,Fijaciones,False,Recibido,188.0,359.17,
2449,2025-06-03 21:34:38,Depósito Central,Buenos Aires,Lijadora orbital,Herramientas eléctricas,False,Removido inventario,28.0,22.4,
2450,2025-02-27 22:54:27,Depósito Central,Buenos Aires,Sellador acrílico,Adhesivos y selladores,True,Retornado inventario,62.0,23.26,2025-12-29 22:54:27
2451,2025-04-01 23:55:49,Sucursal Córdoba,Córdoba,Sellador acrílico,Adhesivos y selladores,True,En inspección,57.0,126.61,2026-08-09 23:55:49
2452,2025-02-04 00:57:23,Sucursal Córdoba,Córdoba,Arena fina m3,Materiales construcción,False,Autorizado venta,158.0,125.88,
2453,2024-09-23 14:23:42,Sucursal Córdoba,Córdoba,Caño PVC 2m,Materiales construcción,False,Recibido,196.0,51.93,
2454,2025-02-04 08:07:45,Depósito Central,Buenos Aires,Soldadora eléctrica,Herramientas eléctricas,False,Enviado cliente,29.0,26.57,
2455,2025-01-14 11:18:52,Sucursal Córdoba,Córdoba,Cable unipolar 2.5mm,Electricidad,False,En bandeja,97.0,72.04,
2456,2024-11-25 12:38:46,Depósito Central,Buenos Aires,Yeso en polvo 30kg,Materiales construcción,False,En bandeja,274.0,424.66,
2457,2024-12-08 16:53:40,Sucursal Córdoba,Córdoba,Gafas protectoras,Protección personal,True,Removido inventario,65.0,150.23,2025-06-02 16:53:40
2458,2025-01-27 05:39:01,Sucursal Tucumán,Tucumán,Martillo carpintero,Herramientas manuales,False,Removido inventario,43.0,63.05,
2459,2025-07-11 01:34:03,Depósito Central,Buenos Aires,Casco de seguridad,Protección personal,True,Removido inventario,92.0,202.66,2027-06-20 01:34:03
2460,2025-03-24 08:50:51,Sucursal Tucumán,Tucumán,Caja de tornillos,Fijaciones,False,Retirado de bandeja,223.0,122.59,
2461,2024-11-30 02:05:33,Sucursal Mendoza,Mendoza,Fertilizante granulado,Jardinería,False,Retirado de bandeja,81.0,90.9,
2462,2024-12-13 12:00:30,Sucursal Mendoza,Mendoza,Sierra circular,Herramientas eléctricas,False,Empacado,51.0,,
2463,2024-11-08 22:40:34,Sucursal Rosario,Santa Fe,Aerosol anticorrosivo,Pinturas y químicos,True,Retirado de bandeja,92.0,86.62,2025-05-12 22:40:34
